work_order_id,vehicle_id,service_date,service_type,parts_replaced,labour_hours,cost_inr,downtime_hours,failure_reported,technician_id
WO-000721,VEH-0414,2024-01-23 00:00:00,Motor Overhaul,Battery Pack,13.0,"47,962.13",3.6,,TEC-128
WO-000722,VEH-0462,05-06-2025,Frame Repair,Landing Skid,2.9,21363.79,87.0,N,TEC-027
WO-000723,VEH-0555,2024-07-16 00:00:00,Frame Repair,Battery Pack,3.8,22025.58,36.5,no,TEC-103
WO-000724,VEH-0555,05-01-2025,Firmware Update,"Brake Pads, Fluid",13.5,INR 19763.49,62.5,yes,TEC-090
WO-000725,VEH-0555,15-07-2024,Landing Gear Fix,NA,12.0,"41,270.98",89.0,Y,TEC-027
WO-000726,VEH-0555,2025-04-19 00:00:00,Battery Pack Swap,Propeller x2,10.5,INR 15017.52,14.9,N,TEC-106
WO-000727,VEH-0555,13-05-2025,Engine Service,Propeller x2,7.4,"9,955.84",4.3,yes,TEC-018
WO-000728,VEH-0555,2024-03-21 00:00:00,Brake Pad Replacement,"Motor, ESC",11.5,"29,286.71",14.0,no,TEC-218
WO-000729,VEH-0300,2025-05-03 00:00:00,Landing Gear Fix,Propeller x2,1.0,15117.33,78.8,no,TEC-137
WO-000730,VEH-0300,03-03-2025,Landing Gear Fix,NA,7.4,"25,821.77",22.6,Y,TEC-186
WO-000731,VEH-0300,06-07-2024,Brake Pad Replacement,Propeller x2,1.5,21871.52,69.9,no,TEC-037
WO-000732,VEH-0300,30-10-2024,Propeller Replacement,"Motor, ESC",12.2,"18,748.00",70.4,,TEC-010
WO-000733,VEH-0300,05-08-2024,Brake Pad Replacement,Landing Skid,0.6,INR 30572.33,73.6,,TEC-008
WO-000734,VEH-0320,26-05-2025,Battery Pack Swap,Landing Skid,12.1,INR 37643.26,92.7,N,TEC-027
WO-000735,VEH-9823,2025-05-06 00:00:00,Battery Pack Swap,Propeller x2,1.5,INR 18410.47,34.0,N,TEC-204
WO-000736,VEH-0320,28-05-2024,Frame Repair,NA,12.4,6238.13,2.8,yes,TEC-047
WO-000737,VEH-0320,12-11-2024,Landing Gear Fix,,5.1,"37,941.49",17.7,no,TEC-066
WO-000738,VEH-0320,2024-08-15 00:00:00,Propeller Replacement,NA,6.4,"31,008.30",71.4,,TEC-200
WO-000739,VEH-0320,03/12/2024 00:00,Frame Repair,Propeller x2,9.1,INR 41836.09,3.2,N,TEC-220
WO-000740,VEH-0309,2025-03-26 00:00:00,Motor Overhaul,Landing Skid,  ,24459.18,84.2,,TEC-024
WO-000741,VEH-0347,2025-02-05 00:00:00,Firmware Update,,13.1,INR 6094.18,53.4,no,TEC-088
WO-000742,VEH-0347,30-03-2024,Propeller Replacement,NA,7.9,INR 20748.82,88.3,,TEC-085
WO-000743,VEH-0347,13-06-2024,Frame Repair,NA,8.5,25957.09,25.2,no,TEC-098
WO-000744,VEH-0347,06/01/2024 00:00,Routine Inspection,Landing Skid,7.1,"11,836.36",67.8,no,TEC-139
WO-000745,VEH-0347,24/03/2025 00:00,Tyre Change,"Brake Pads, Fluid",10.1,INR 18336.29,29.8,,TEC-002
WO-000746,VEH-0347,17-04-2025,Propeller Replacement,"Brake Pads, Fluid",9.9,INR 46577.95,52.6,yes,TEC-170
WO-000747,VEH-0671,02/05/2025 00:00,Routine Inspection,,1.6,25549.18,87.8,yes,TEC-057
WO-000748,VEH-0671,2025-05-16 00:00:00,Motor Overhaul,"Brake Pads, Fluid",7.8,18226.07,48.1,yes,TEC-211
WO-000749,VEH-0625,08/12/2024 00:00,Engine Service,"Motor, ESC",10.0,"22,790.49",57.5,N,TEC-176
WO-000750,VEH-0625,26-02-2024,Tyre Change,,6.4,INR 43653.49,40.3,,TEC-166
WO-000751,VEH-0625,27/07/2024 00:00,Routine Inspection,Battery Pack,4.1,26792.48,21.1,no,TEC-055
WO-000752,VEH-0625,2024-12-04 00:00:00,Battery Pack Swap,Propeller x2,8.2,22209.42,20.1,Y,TEC-106
WO-000753,VEH-0625,20-05-2025,Tyre Change,"Motor, ESC",0.9,INR 45201.72,73.5,Y,TEC-110
WO-000754,VEH-0625,14/03/2025 00:00,Propeller Replacement,,11.1,3939.98,64.9,N,TEC-109
WO-000755,VEH-0337,2024-12-21 00:00:00,Brake Pad Replacement,"Brake Pads, Fluid",10.3,"38,746.90",64.9,no,TEC-044
WO-000756,VEH-0186,04-06-2024,Routine Inspection,Landing Skid,7.0,INR 20428.55,73.9,no,TEC-110
WO-000757,VEH-0534,2024-08-04 00:00:00,Firmware Update,,8.2,3269.07,73.6,,TEC-095
WO-000758,VEH-0534,28/08/2024 00:00,Firmware Update,Battery Pack,3.9,INR 37840.73,8.8,Y,TEC-033
WO-000759,VEH-0534,2024-01-11 00:00:00,Propeller Replacement,Landing Skid,3.7,"17,927.32",58.0,N,TEC-071
WO-000760,VEH-0534,13/08/2024 00:00,Frame Repair,Landing Skid,1.1,INR 35602.63,16.4,no,TEC-179
WO-000761,VEH-0534,09/06/2024 00:00,Engine Service,NA,4.6,INR 20721.27,76.0,no,TEC-012
WO-000762,VEH-0534,21-06-2024,Routine Inspection,"Brake Pads, Fluid",7.8,"17,667.44",56.0,Y,TEC-218
WO-000763,VEH-0226,2024-12-22 00:00:00,Motor Overhaul,Propeller x2,4.3,INR 14304.98,52.6,no,TEC-131
WO-000764,VEH-0226,07-04-2025,Propeller Replacement,Propeller x2,8.9,34151.39,20.9,yes,TEC-039
WO-000765,VEH-0332,19-11-2024,Frame Repair,"Brake Pads, Fluid",0.6,"17,158.81",18.2,yes,TEC-045
WO-000766,VEH-0332,02-05-2025,Routine Inspection,,2.4,"22,648.55",22.7,no,TEC-191
WO-000767,VEH-0332,13-04-2024,Frame Repair,,3.0,"20,946.07",86.5,no,TEC-072
WO-000768,VEH-9785,07/03/2024 00:00,Routine Inspection,NA,1.0,INR 14008.29,45.0,N,TEC-031
WO-000769,VEH-0332,2024-12-24 00:00:00,Landing Gear Fix,NA,3.2,"45,821.56",94.5,,TEC-145
WO-000770,VEH-9378,2025-03-12 00:00:00,Frame Repair,,11.3,INR 4049.05,22.3,,TEC-200
WO-000771,VEH-0635,2024-07-17 00:00:00,Routine Inspection,Propeller x2,1.2,INR 35047.80,89.8,no,TEC-195
WO-000772,VEH-0566,26-10-2024,Routine Inspection,NA,1.6,46903.52,7.9,yes,TEC-029
WO-000773,VEH-0566,29/04/2025 00:00,Brake Pad Replacement,Battery Pack,3.3,"25,652.75",33.4,no,TEC-010
WO-000774,VEH-0566,12-09-2024,Engine Service,,8.1,"3,968.73",82.8,N,TEC-179
WO-000775,VEH-0566,06/08/2024 00:00,Propeller Replacement,"Brake Pads, Fluid",11.5,"23,673.84",24.4,yes,TEC-192
WO-000776,VEH-0643,24/12/2024 00:00,Frame Repair,,12.5,"10,254.92",42.0,,TEC-167
WO-000777,VEH-0643,23/01/2024 00:00,Routine Inspection,"Brake Pads, Fluid",13.2,"6,326.50",15.7,yes,TEC-101
WO-000778,VEH-0643,2024-09-12 00:00:00,Battery Pack Swap,Landing Skid,9.7,36347.19,34.7,yes,TEC-145
WO-000779,VEH-0375,26-09-2024,Tyre Change,,12.4,INR 1349.37,7.1,no,TEC-174
WO-000780,VEH-0375,2025-03-01 00:00:00,Frame Repair,Battery Pack,13.2,INR 13987.24,37.1,Y,TEC-146
WO-000781,VEH-0375,27-10-2024,Engine Service,Propeller x2,8.4,INR 10282.09,80.0,yes,TEC-108
WO-000782,VEH-0375,12/09/2024 00:00,Firmware Update,,3.6,INR 27454.73,87.5,Y,TEC-110
WO-000783,VEH-0375,2024-03-21 00:00:00,Tyre Change,,10.6,INR 33426.39,43.4,Y,TEC-118
WO-000784,VEH-0375,30/08/2024 00:00,Brake Pad Replacement,NA,8.9,INR 19415.68,23.9,no,TEC-026
WO-000785,VEH-0438,2025-06-08 00:00:00,Landing Gear Fix,Landing Skid,12.5,"5,998.83",90.2,,TEC-067
WO-000786,VEH-0140,12/09/2024 00:00,Routine Inspection,,12.9,4811.03,13.1,,TEC-161
WO-000787,VEH-0140,18-06-2025,Landing Gear Fix,Battery Pack,10.4,INR 35633.19,58.5,yes,TEC-024
WO-000788,VEH-0140,2024-06-14 00:00:00,Routine Inspection,Landing Skid,6.1,11743.58,49.5,no,TEC-045
WO-000789,VEH-0140,19-11-2024,Motor Overhaul,,9.0,"41,270.03",88.3,,TEC-202
WO-000790,VEH-0140,17-03-2025,Propeller Replacement,Battery Pack,7.0,7848.95,86.2,N,TEC-047
WO-000791,VEH-0696,2025-02-13 00:00:00,Landing Gear Fix,Propeller x2,2.7,"15,780.62",10.0,no,TEC-029
WO-000792,VEH-0696,2025-06-19 00:00:00,Motor Overhaul,Battery Pack,13.3,"23,454.45",17.0,Y,TEC-039
WO-000793,VEH-0696,07/01/2025 00:00,Brake Pad Replacement,"Brake Pads, Fluid",10.7,INR 32388.41,21.0,no,TEC-066
WO-000794,VEH-0696,2025-05-11 00:00:00,Routine Inspection,Landing Skid,9.5,43989.0,50.9,Y,TEC-087
WO-000795,VEH-0696,2024-10-07 00:00:00,Battery Pack Swap,"Motor, ESC",2.2,5904.16,25.9,yes,TEC-194
WO-000796,VEH-0696,26/02/2024 00:00,Engine Service,"Brake Pads, Fluid",4.0,6548.84,36.8,no,TEC-098
WO-000797,VEH-0363,22-06-2024,Motor Overhaul,,N/A,"33,910.70",82.0,Y,TEC-079
WO-000798,VEH-0363,28/06/2024 00:00,Battery Pack Swap,Propeller x2,11.9,INR 41793.91,24.0,,TEC-010
WO-000799,VEH-0363,15/12/2024 00:00,Battery Pack Swap,NA,6.4,"3,157.05",9.0,Y,TEC-133
WO-000800,VEH-0363,05-07-2024,Propeller Replacement,"Motor, ESC",9.3,13428.65,16.1,N,TEC-031
WO-000801,VEH-0321,2024-01-31 00:00:00,Brake Pad Replacement,,12.2,3694.79,12.1,,TEC-190
WO-000802,VEH-0321,2024-03-18 00:00:00,Tyre Change,NA,9.3,26232.85,43.6,Y,TEC-163
WO-000803,VEH-0321,2024-09-09 00:00:00,Battery Pack Swap,NA,6.4,2020.94,82.5,N,TEC-035
WO-000804,VEH-0154,05/03/2024 00:00,Tyre Change,"Brake Pads, Fluid",2.7,20085.59,68.4,Y,TEC-014
WO-000805,VEH-0154,25/04/2024 00:00,Engine Service,NA,9.5,INR 22561.61,8.7,,TEC-155
WO-000806,VEH-0154,2024-04-01 00:00:00,Engine Service,"Motor, ESC",1.8,"40,791.56",27.2,no,TEC-129
WO-000807,VEH-0154,09/02/2025 00:00,Engine Service,Landing Skid,5.5,"31,883.08",74.9,yes,TEC-119
WO-000808,VEH-0154,2024-04-18 00:00:00,Frame Repair,,8.3,"33,159.14",16.3,yes,TEC-063
WO-000809,VEH-9581,13-03-2024,Firmware Update,"Brake Pads, Fluid",4.6,41249.4,43.9,Y,TEC-106
WO-000810,VEH-0223,05/07/2024 00:00,Routine Inspection,Landing Skid,11.3,22184.24,18.7,no,TEC-138
WO-000811,VEH-0223,2025-03-16 00:00:00,Routine Inspection,Landing Skid,0.6,"6,449.61",43.9,N,TEC-212
WO-000812,VEH-0223,25/03/2024 00:00,Engine Service,"Brake Pads, Fluid",8.1,45887.91,36.1,no,TEC-170
WO-000813,VEH-0223,01-12-2024,Motor Overhaul,Battery Pack,5.3,33930.68,21.7,no,TEC-184
WO-000814,VEH-0106,13-11-2024,Landing Gear Fix,NA,13.5,"40,923.96",74.9,,TEC-051
WO-000815,VEH-0106,27/09/2024 00:00,Brake Pad Replacement,,11.4,"14,059.74",41.6,Y,TEC-039
WO-000816,VEH-0106,24-10-2024,Propeller Replacement,Propeller x2,4.0,INR 15141.25,70.0,no,TEC-084
WO-000817,VEH-0443,2024-03-12 00:00:00,Tyre Change,Propeller x2,2.7,41640.68,88.7,N,TEC-151
WO-000818,VEH-0443,03-04-2024,Motor Overhaul,NA,12.4,31120.47,51.6,,TEC-007
WO-000819,VEH-0443,27/09/2024 00:00,Frame Repair,NA,4.8,26959.75,53.1,,TEC-122
WO-000820,VEH-0443,01/09/2024 00:00,Brake Pad Replacement,Propeller x2,7.5,INR 607.24,6.2,yes,TEC-009
WO-000821,VEH-0564,04/01/2024 00:00,Brake Pad Replacement,Landing Skid,12.8,30277.39,78.8,N,TEC-112
WO-000822,VEH-0564,2024-10-10 00:00:00,Propeller Replacement,"Motor, ESC",1.7,"41,860.50",64.6,N,TEC-034
WO-000823,VEH-0564,17/05/2024 00:00,Routine Inspection,Propeller x2,NA,39046.59,29.2,Y,TEC-065
WO-000824,VEH-0564,20/01/2025 00:00,Firmware Update,Landing Skid,12.3,"40,922.00",86.5,,TEC-087
WO-000825,VEH-0564,2024-10-29 00:00:00,Firmware Update,"Brake Pads, Fluid",NA,"21,441.80",93.5,no,TEC-163
WO-000826,VEH-0526,08/01/2025 00:00,Motor Overhaul,Propeller x2,0.9,"25,338.30",54.6,,TEC-116
WO-000827,VEH-0526,05/02/2025 00:00,Routine Inspection,,3.2,"14,308.35",60.4,yes,TEC-121
WO-000828,VEH-0324,08-02-2024,Battery Pack Swap,Battery Pack,0.7,"21,011.10",8.2,Y,TEC-219
WO-000829,VEH-0324,2024-06-06 00:00:00,Motor Overhaul,NA,5.2,7428.68,27.7,no,TEC-013
WO-000830,VEH-0324,02/03/2024 00:00,Landing Gear Fix,Battery Pack,2.1,"19,063.54",95.2,,TEC-091
WO-000831,VEH-0324,25-10-2024,Battery Pack Swap,Propeller x2,7.0,7719.37,3.9,yes,TEC-038
WO-000832,VEH-0324,2024-10-29 00:00:00,Motor Overhaul,"Brake Pads, Fluid",2.9,20115.61,95.6,no,TEC-176
WO-000833,VEH-0476,2024-04-04 00:00:00,Brake Pad Replacement,"Brake Pads, Fluid",3.3,INR 3897.32,49.7,yes,TEC-030
WO-000834,VEH-0692,01-11-2024,Battery Pack Swap,NA,5.6,INR 17798.65,59.0,Y,TEC-055
WO-000835,VEH-0692,2024-03-08 00:00:00,Routine Inspection,Landing Skid,6.5,INR 26813.78,32.2,,TEC-085
WO-000836,VEH-0014,15/12/2024 00:00,Landing Gear Fix,"Brake Pads, Fluid",7.1,23773.02,68.1,no,TEC-189
WO-000837,VEH-0014,2025-05-25 00:00:00,Tyre Change,Battery Pack,9.2,INR 38016.28,88.6,no,TEC-067
WO-000838,VEH-0014,17/06/2024 00:00,Propeller Replacement,Propeller x2,6.4,"18,863.07",79.3,Y,TEC-074
WO-000839,VEH-0014,08-01-2025,Engine Service,NA,2.7,INR 46799.48,42.6,no,TEC-160
WO-000840,VEH-0233,18-04-2024,Brake Pad Replacement,,0.5,INR 22384.69,57.2,N,TEC-047
WO-000841,VEH-0233,14/02/2024 00:00,Tyre Change,Battery Pack,10.8,INR 18615.33,9.9,no,TEC-019
WO-000842,VEH-0233,2024-04-20 00:00:00,Routine Inspection,Battery Pack,NA,4923.87,39.0,Y,TEC-118
WO-000843,VEH-0233,2024-03-11 00:00:00,Frame Repair,,3.1,INR 12404.47,73.5,no,TEC-195
WO-000844,VEH-0233,2024-12-30 00:00:00,Propeller Replacement,"Motor, ESC",11.9,8623.23,49.3,yes,TEC-070
WO-000845,VEH-0203,10/04/2024 00:00,Battery Pack Swap,,3.6,6920.55,37.8,yes,TEC-122
WO-000846,VEH-0203,13/01/2024 00:00,Frame Repair,Propeller x2,NA,"9,525.51",41.6,Y,TEC-064
WO-000847,VEH-0369,2024-09-08 00:00:00,Frame Repair,Propeller x2,10.0,15223.1,23.8,Y,TEC-052
WO-000848,VEH-0369,21/08/2024 00:00,Propeller Replacement,NA,12.8,"6,794.81",81.2,N,TEC-043
WO-000849,VEH-0369,15-05-2025,Brake Pad Replacement,NA,3.7,INR 29327.62,48.8,Y,TEC-074
WO-000850,VEH-0215,2024-09-28 00:00:00,Engine Service,Landing Skid,6.8,INR 1134.97,4.5,N,TEC-016
WO-000851,VEH-0215,13/01/2024 00:00,Landing Gear Fix,Battery Pack,5.6,"37,645.11",84.8,,TEC-210
WO-000852,VEH-0215,2025-01-03 00:00:00,Brake Pad Replacement,"Motor, ESC",13.3,"32,803.19",44.2,Y,TEC-169
WO-000853,VEH-0215,2025-03-22 00:00:00,Engine Service,"Brake Pads, Fluid",14.0,"35,449.74",95.0,no,TEC-052
WO-000854,VEH-0641,2024-10-19 00:00:00,Routine Inspection,NA,6.5,INR 25700.02,93.9,N,TEC-007
WO-000855,VEH-0254,2024-08-06 00:00:00,Tyre Change,NA,6.5,INR 39664.28,58.2,,TEC-143
WO-000856,VEH-0254,2025-06-25 00:00:00,Engine Service,,13.8,"22,181.30",7.3,no,TEC-016
WO-000857,VEH-0254,07/05/2025 00:00,Tyre Change,"Motor, ESC",11.8,42840.61,93.1,Y,TEC-114
WO-000858,VEH-0706,06-06-2025,Motor Overhaul,Landing Skid,6.5,"32,849.94",15.7,N,TEC-036
WO-000859,VEH-0706,2025-05-15 00:00:00,Propeller Replacement,NA,10.8,"16,700.77",38.0,Y,TEC-160
WO-000860,VEH-0706,22-04-2025,Frame Repair,Landing Skid,2.1,"34,617.64",77.8,N,TEC-154
WO-000861,VEH-0552,30-07-2024,Propeller Replacement,Landing Skid,10.5,INR 24501.23,46.7,Y,TEC-072
WO-000862,VEH-0552,31/10/2024 00:00,Landing Gear Fix,"Brake Pads, Fluid",1.2,INR 22126.58,77.9,yes,TEC-061
WO-000863,VEH-9073,2025-01-02 00:00:00,Motor Overhaul,"Brake Pads, Fluid",12.8,INR 22900.92,27.1,yes,TEC-176
WO-000864,VEH-0552,21-05-2024,Landing Gear Fix,NA,-,INR 34659.28,38.7,yes,TEC-190
WO-000865,VEH-0016,30/09/2024 00:00,Tyre Change,"Brake Pads, Fluid",5.7,11182.36,78.4,yes,TEC-067
WO-000866,VEH-0016,25/01/2024 00:00,Tyre Change,Battery Pack,2.6,28540.62,45.5,,TEC-175
WO-000867,VEH-0016,17/03/2025 00:00,Firmware Update,,7.4,"33,099.36",39.7,,TEC-012
WO-000868,VEH-0617,2024-08-04 00:00:00,Routine Inspection,"Brake Pads, Fluid",3.2,21920.05,4.9,,TEC-204
WO-000869,VEH-9493,2024-07-12 00:00:00,Routine Inspection,"Motor, ESC",9.5,INR 47688.45,87.2,yes,TEC-192
WO-000870,VEH-0104,18-05-2024,Brake Pad Replacement,"Brake Pads, Fluid",10.0,"4,973.32",36.3,Y,TEC-209
WO-000871,VEH-0104,01/04/2024 00:00,Tyre Change,Propeller x2,2.8,INR 28550.83,52.1,yes,TEC-052
WO-000872,VEH-0104,2025-05-17 00:00:00,Firmware Update,"Brake Pads, Fluid",8.8,40602.83,59.9,no,TEC-205
WO-000873,VEH-0341,05-05-2024,Firmware Update,"Motor, ESC",13.2,18006.69,19.7,Y,TEC-107
WO-000874,VEH-0341,25-01-2024,Firmware Update,Battery Pack,2.0,15832.46,37.5,,TEC-160
WO-000875,VEH-0517,2024-02-25 00:00:00,Motor Overhaul,NA,9.5,INR 31435.83,38.3,yes,TEC-207
WO-000876,VEH-0517,30-01-2024,Propeller Replacement,"Motor, ESC",11.3,860.06,74.5,,TEC-143
WO-000877,VEH-0517,25-09-2024,Firmware Update,,4.1,19342.24,66.0,,TEC-069
WO-000878,VEH-0517,2025-03-31 00:00:00,Landing Gear Fix,NA,7.9,"37,209.68",45.3,Y,TEC-175
WO-000879,VEH-0707,30-05-2024,Firmware Update,,11.1,"9,238.61",76.2,no,TEC-078
WO-000880,VEH-0707,24/07/2024 00:00,Firmware Update,"Motor, ESC",1.6,INR 7313.02,31.6,yes,TEC-175
WO-000881,VEH-0707,25/10/2024 00:00,Firmware Update,"Brake Pads, Fluid",2.0,13279.26,52.6,N,TEC-180
WO-000882,VEH-0707,05-04-2024,Firmware Update,Landing Skid,0.6,13014.1,60.0,no,TEC-173
WO-000883,VEH-0707,2024-07-29 00:00:00,Engine Service,"Motor, ESC",7.9,"10,862.08",84.1,Y,TEC-168
WO-000884,VEH-0707,17/03/2024 00:00,Tyre Change,,7.5,INR 20296.73,30.8,Y,TEC-051
WO-000885,VEH-0388,19/01/2025 00:00,Engine Service,NA,5.0,"44,209.18",29.2,N,TEC-101
WO-000886,VEH-0388,10-04-2024,Motor Overhaul,"Brake Pads, Fluid",8.8,13603.39,49.7,,TEC-071
WO-000887,VEH-0388,17-12-2024,Routine Inspection,,10.4,"26,864.45",54.7,N,TEC-157
WO-000888,VEH-0388,2024-08-29 00:00:00,Battery Pack Swap,,3.1,INR 46814.35,20.2,N,TEC-117
WO-000889,VEH-0388,2025-01-09 00:00:00,Routine Inspection,NA,4.4,INR 27674.49,57.7,,TEC-124
WO-000890,VEH-0388,2025-04-21 00:00:00,Brake Pad Replacement,NA,9.6,"23,542.22",33.1,no,TEC-207
WO-000891,VEH-0307,02-10-2024,Firmware Update,,5.9,"15,708.69",35.0,Y,TEC-097
WO-000892,VEH-0307,24/01/2025 00:00,Firmware Update,Propeller x2,10.2,47230.24,48.1,,TEC-048
WO-000893,VEH-0307,2024-10-21 00:00:00,Brake Pad Replacement,Propeller x2,9.4,35399.28,21.9,Y,TEC-098
WO-000894,VEH-0067,04-08-2024,Routine Inspection,Battery Pack,0.5,"12,578.08",53.4,Y,TEC-182
WO-000895,VEH-0067,2024-03-10 00:00:00,Frame Repair,Battery Pack,11.5,"24,072.30",62.1,,TEC-176
WO-000896,VEH-0067,18/02/2025 00:00,Engine Service,"Motor, ESC",3.7,"41,010.37",71.1,N,TEC-023
WO-000897,VEH-0067,01/05/2025 00:00,Frame Repair,"Motor, ESC",13.0,21330.01,27.8,,TEC-204
WO-000898,VEH-0067,2024-06-24 00:00:00,Routine Inspection,NA,9.8,23547.28,82.6,N,TEC-106
WO-000899,VEH-0271,2024-04-10 00:00:00,Firmware Update,"Brake Pads, Fluid",3.3,30352.32,74.4,Y,TEC-197
WO-000900,VEH-0271,22/03/2024 00:00,Firmware Update,Propeller x2,4.0,"41,627.74",74.7,,TEC-142
WO-000901,VEH-0271,12-04-2025,Battery Pack Swap,,2.9,INR 18866.11,90.2,yes,TEC-101
WO-000902,VEH-0271,10-08-2024,Brake Pad Replacement,"Brake Pads, Fluid",13.6,"13,202.06",61.9,,TEC-182
WO-000903,VEH-0639,20-09-2024,Frame Repair,"Motor, ESC",12.7,INR 40574.79,12.5,,TEC-220
WO-000904,VEH-0639,16-08-2024,Propeller Replacement,Landing Skid,0.9,"34,611.57",19.4,yes,TEC-208
WO-000905,VEH-0639,2025-06-02 00:00:00,Battery Pack Swap,NA,3.7,"47,139.90",50.0,no,TEC-046
WO-000906,VEH-0639,08/03/2024 00:00,Tyre Change,NA,8.9,37470.63,62.3,N,TEC-058
WO-000907,VEH-0427,09/02/2024 00:00,Engine Service,Propeller x2,7.6,"20,596.99",6.2,yes,TEC-165
WO-000908,VEH-0427,12-03-2024,Frame Repair,NA,9.8,"14,601.99",43.9,no,TEC-205
WO-000909,VEH-0427,09/02/2024 00:00,Brake Pad Replacement,Battery Pack,5.1,47582.75,10.1,,TEC-164
WO-000910,VEH-0427,26-02-2024,Routine Inspection,Propeller x2,10.1,"31,801.78",52.5,,TEC-111
WO-000911,VEH-0427,10/11/2024 00:00,Battery Pack Swap,Landing Skid,10.8,"20,080.75",39.1,no,TEC-206
WO-000912,VEH-0100,11/01/2024 00:00,Routine Inspection,NA,2.5,INR 11355.23,42.6,Y,TEC-168
WO-000913,VEH-0100,16-06-2024,Brake Pad Replacement,"Brake Pads, Fluid",,"26,553.40",17.1,Y,TEC-107
WO-000914,VEH-0100,07/03/2025 00:00,Battery Pack Swap,"Brake Pads, Fluid",5.7,19337.85,90.0,yes,TEC-218
WO-000915,VEH-0100,2025-01-13 00:00:00,Routine Inspection,"Motor, ESC",10.2,INR 2937.66,64.6,no,TEC-194
WO-000916,VEH-0100,08/04/2024 00:00,Landing Gear Fix,Battery Pack,7.8,10926.84,20.3,no,TEC-102
WO-000917,VEH-0047,17/01/2025 00:00,Tyre Change,"Motor, ESC",2.1,"6,676.42",23.3,Y,TEC-149
WO-000918,VEH-0047,2025-02-18 00:00:00,Motor Overhaul,Battery Pack,6.1,"6,023.68",26.5,N,TEC-046
WO-000919,VEH-0156,17-01-2024,Motor Overhaul,"Motor, ESC",2.9,12542.06,71.5,N,TEC-036
WO-000920,VEH-0156,25/04/2024 00:00,Motor Overhaul,Battery Pack,4.2,"6,270.30",62.1,yes,TEC-016
WO-000921,VEH-0058,2025-06-06 00:00:00,Firmware Update,Battery Pack,10.3,INR 1846.02,87.9,no,TEC-193
WO-000922,VEH-0585,14/08/2024 00:00,Battery Pack Swap,"Brake Pads, Fluid",2.9,1927.01,76.9,Y,TEC-084
WO-000923,VEH-0585,2025-03-30 00:00:00,Motor Overhaul,Battery Pack,10.1,13800.72,15.7,Y,TEC-110
WO-000924,VEH-0683,2025-06-14 00:00:00,Motor Overhaul,Propeller x2,11.7,35889.33,42.0,no,TEC-104
WO-000925,VEH-0683,2024-01-01 00:00:00,Firmware Update,,6.3,4112.56,29.1,N,TEC-096
WO-000926,VEH-0256,21-01-2025,Brake Pad Replacement,,6.2,40856.13,32.3,N,TEC-211
WO-000927,VEH-0256,12-04-2025,Tyre Change,Propeller x2,1.5,"19,272.83",42.0,no,TEC-165
WO-000928,VEH-0256,22-12-2024,Routine Inspection,"Motor, ESC",10.1,7132.36,50.9,no,TEC-099
WO-000929,VEH-9438,20/11/2024 00:00,Motor Overhaul,NA,5.4,14610.7,7.6,yes,TEC-141
WO-000930,VEH-0256,2024-09-02 00:00:00,Firmware Update,,7.7,INR 29037.24,52.9,N,TEC-134
WO-000931,VEH-0039,2024-04-20 00:00:00,Landing Gear Fix,"Brake Pads, Fluid",3.1,INR 45623.49,44.0,yes,TEC-116
WO-000932,VEH-0039,28/07/2024 00:00,Engine Service,Landing Skid,11.3,INR 14323.83,32.7,Y,TEC-100
WO-000933,VEH-0590,2024-06-01 00:00:00,Frame Repair,Landing Skid,12.1,INR 39598.22,82.2,,TEC-199
WO-000934,VEH-0590,05/05/2025 00:00,Propeller Replacement,Landing Skid,13.6,31325.29,96.0,N,TEC-127
WO-000935,VEH-0590,31/03/2025 00:00,Tyre Change,"Motor, ESC",6.5,INR 16995.57,53.5,no,TEC-075
WO-000936,VEH-0590,05/01/2024 00:00,Landing Gear Fix,"Brake Pads, Fluid",3.5,"42,711.26",45.6,yes,TEC-154
WO-000937,VEH-0590,2025-05-26 00:00:00,Frame Repair,Landing Skid,,"45,361.03",33.5,N,TEC-119
WO-000938,VEH-0410,21-04-2025,Brake Pad Replacement,Propeller x2,1.5,"39,683.97",77.5,no,TEC-125
WO-000939,VEH-0410,17-12-2024,Motor Overhaul,NA,8.7,INR 34245.44,72.0,no,TEC-220
WO-000940,VEH-0410,20/06/2024 00:00,Firmware Update,Landing Skid,12.3,"13,735.16",65.5,,TEC-123
WO-000941,VEH-0410,21/04/2024 00:00,Routine Inspection,,4.7,INR 34525.60,12.2,,TEC-095
WO-000942,VEH-0410,2024-10-05 00:00:00,Motor Overhaul,Propeller x2,11.7,INR 28831.59,69.4,no,TEC-012
WO-000943,VEH-0086,2024-01-26 00:00:00,Firmware Update,"Brake Pads, Fluid",3.0,"35,994.19",6.0,Y,TEC-009
WO-000944,VEH-0086,02/04/2025 00:00,Propeller Replacement,NA,0.6,3224.89,57.3,no,TEC-185
WO-000945,VEH-0344,15/07/2024 00:00,Propeller Replacement,Propeller x2,4.8,"32,636.59",72.3,,TEC-163
WO-000946,VEH-0344,2024-07-31 00:00:00,Brake Pad Replacement,NA,3.7,19053.62,60.4,yes,TEC-143
WO-000947,VEH-0091,03/01/2024 00:00,Propeller Replacement,"Brake Pads, Fluid",4.4,30774.39,8.8,,TEC-124
WO-000948,VEH-0091,14-02-2024,Motor Overhaul,Propeller x2,0.8,"33,548.90",61.6,N,TEC-196
